,ID,"1-2, Уставный капитал ","1-2, Внеоборотные активы","1-2, Чистые активы","1-2, Краткосрочные обязательства","1-2, Активы","1-2, Собственные оборотные средства","1-2, Прибыль (убыток) до налогообложения ","1-2, Нематериальные активы","1-2, Кредиторская задолженность","1-2, Заёмные средства","1-2, Дебиторская задолженность","1-2, Долгосрочные обязательства","1-2, Выручка","1-2, Оборотные активы","1-2, Заёмные средства (краткосрочные)","1-2, Себестоимость продаж","1-2, Капитал и резервы","1-2, Прибыль (убыток) от продажи","1-2, Основные средства ","1-2, Заёмные средства (долгосрочные)"
27,41,1.0,0.953906971811911,0.8064909514989232,0.9259973136446948,0.9836065115894539,0.7057755927456837,0.33544511880097905,0.7857142857142857,0.6970167284396734,1.2118393515766326,0.841674843323257,1.6055328980791042,0.8738802110736791,1.000258754723712,1.2267202716237042,0.9719635822243783,1.055435479326073,-0.4871457098058003,0.8714731309780306,1.0780431728190065
28,44,1.0,1.107648322078191,1.1262207098034278,1.1589185088859992,1.0827028275078143,1.056943350172251,0.9517012902904401,,8.187885010266939,0.8952466240897412,1.0752447850149,0.9889617827762155,1.5528935875712957,1.0696669776497785,0.0,1.7837797487767968,1.0957362130824244,0.9524610460905928,1.107648322078191,0.9889617827762155
29,45,1.0,1.1057362042574854,1.038513340134146,1.2196268899484397,1.0194135579304695,0.08980083339403336,2.207911651705239,1.327722187604156,1.2372420010962586,0.8852891195052078,1.2562906841988815,0.9292392660056017,0.9663460079009223,0.4526141658994378,0.8857339217246617,1.0409479424368175,1.0240931059037945,0.5491886978230106,1.0373810100542176,0.8852884763980989
30,49,1.0,1.0784463791100782,1.0962071954591153,1.246757464510023,1.0915023090325544,0.8295706702965953,0.6061176673669674,,1.1266194676932386,1.0779816513761464,0.9543461998446681,0.47183728331180824,0.8966331347937264,1.095015885436998,1.4506172839506166,0.9179884846813402,1.031400774044194,0.5973323864890128,0.9399713572654611,0.0
31,54,1.2909090909090908,1.256275071063998,1.0973958447653116,1.3077238612656106,1.1254467757698445,0.9154108429227,-25.61820546360495,0.6363636363636364,1.2066778820674522,1.7882535497275338,0.8957117533750764,1.0252428797102071,0.654164616868763,1.1196094183129552,10.107251743184879,0.8809683142851205,0.31739904167111077,-14.096666080306639,1.1111867781599303,0.3424638100078049
32,55,1.0,0.7715877437325905,1.0200152379383485,0.8245709123757903,0.9075083426028921,1.072827274145733,0.148527528809219,,1.0537431765011698,0.6735882176649395,0.7596510359869141,,0.941848720422176,0.9234246128516177,0.6735882176649395,0.94910103930477,1.0043707611152979,0.5597252882021094,0.7715877437325905,
33,56,1.0,3.1287411553926296,1.1075868475423225,1.371373870424261,1.1771241411342632,0.6084423042234353,0.3965534660181564,,1.4214096136832792,inf,1.5457202969093922,4.684690890304806,0.81984142005283,0.7074223399456732,inf,0.7993046990111856,1.079548318982366,0.6865585986473839,0.908419079358467,inf
34,58,,1.0,1.0062761506276143,1.0767813267813264,1.1168831168831168,0.9985775248933134,1.0,,0.9444444444444444,1.0829048843187659,1.0665054413542927,,1.4080996884735197,1.1362162162162164,1.0829048843187659,1.4085162279021406,0.998181818181818,1.1153846153846148,1.0,
35,59,1.0,1.4060813306485245,1.0718866475460698,0.9537854762633008,1.043406841348364,1.0387078838294126,0.16725978647686832,0.8823529411764705,1.0378386943432105,0.05639097744360902,1.3567509096272985,29.13948497854078,1.0375839863563523,1.0081985890746399,0.05639097744360902,1.0592426199557805,1.004830120328486,0.3845295698924731,1.4069891123779472,
36,64,1.0,0.9069251229453297,0.9163152666891557,1.0970831009219895,1.0935976392096485,1.509687484273564,1.4409063074096753,,0.8659187105003766,1.2261829675104425,1.095644690563496,0.952029069589911,1.139589302647755,1.1154432692802936,1.2539139943984647,1.1442088082168547,1.1735310547966074,0.9665265723309543,0.8940070096001045,1.0
37,65,1.4374592540370148,1.1572812732857714,1.1707944203898262,1.2862310192111719,1.1851974971205734,1.1245670170919824,0.8500380453528339,23.165206508135164,1.2726652917075776,1.3972380377335716,1.0549915784396515,1.1559533059104667,0.9103631627849863,1.189891874417302,1.5991704375834526,0.912775577747189,1.0578466293170703,0.8711916869334514,1.1625964891675178,1.2704529686735002
38,69,1.0,0.22003345103140678,0.39493438950495247,0.009113658186411395,0.24787310891416073,0.5586330025157414,1.1475661172863167,,0.013016335060670039,0.00022435311518455127,0.3547750267335691,0.0027443342776203978,,0.24802856671429863,0.00047778308647873874,,1.0102922375608556,0.6380597014925372,0.0,0.0
39,70,1.0,0.9975660187424554,1.4665810994153725,1.9946291337600461,1.4665810994153725,1.0706098511815767,0.9991384532037125,inf,1.99907001595839,,1.0810155587733368,-109.34590282813636,1.3368020574665425,1.6126517128788154,,1.3425131857722656,1.0276014815147394,1.1447641947812353,1.28092172000299,
40,71,1.0,1.0347492005552021,2.4661969526896255,2.720306203809902,1.593218655514499,0.3576121089417867,-0.16344007549324194,0.7610571736785329,2.771009461018775,0.009844736887468444,1.590879952848229,0.02992674500774927,1.0363860431371386,1.7075851528836885,1.0116458749481776,1.0394621983042664,1.7433288983667299,2.0243744387769276,1.002714191610378,0.0
41,74,1.0,0.9967102642940212,1.0258884431303896,1.136354427401593,1.0317361822801872,1.008331900341647,1.5744247014273232,,1.0874958336873342,1.0582949523868799,3.1707738867271935,1.0008324516088878,1.149941437584276,1.0508037274568216,inf,1.1078773574562497,1.0037956082375146,-0.3121967542245274,0.9994563740146777,1.0008324516088878
42,75,1.0,1.0492238028486007,1.2358589236173583,1.517329897129275,1.1695898417311896,1.129472002528849,1.0140337882560595,1.2084178708956153,1.472024560568784,0.4626502268762999,1.2722115222687242,0.09977670285327281,1.0316041529905644,1.217321224609274,1.8903382234086836,1.0177313222134632,1.197267739020811,0.9922375005025751,1.0439384499412296,0.0
43,76,1.0,1.3450112729889794,1.0934104715385784,1.5748751038938984,1.0934104715385784,0.877449727300874,0.3378323811438922,27.384751773049654,1.5748751038938984,,0.7375187336593264,1.2524883107263551,0.9086473533833371,0.9513053707805723,,1.003415961718336,1.0557049072900755,0.2908672493594584,1.339258248573555,
44,77,1.0,1.0787754603915565,0.8643925402679906,0.9097924377035558,0.8643925402679906,0.5072113094133477,0.33437322910794076,0.2435382507205973,0.9004219449335757,,0.41162690294478854,1.0189769492311949,0.8576218956446823,0.6372307432320731,,0.9126415781469774,0.8495224920774486,0.4274749428400986,1.0634445360767744,
45,78,1.0,0.9211693114933899,0.9361938039251106,0.8160174005470779,0.9129217283706512,1.441182129235974,-1.0969273894668863,inf,0.8214209291263217,0.847716068879026,0.972321151679067,0.8735549851122951,0.9843727125891986,0.9113982371276045,0.7120252787927116,1.0004386309441582,2.218663647761994,0.5366118034613473,0.952048757254646,0.8726426025929732
46,81,1.0,0.6660460530409269,0.8295859966478527,0.8259684447185691,0.8391770091076397,1.0784193636879806,1.3064776093396062,,0.8065558067785661,1.216113416320885,0.9379798384404834,1.2247882300490411,0.7397101729390434,0.9797799190730322,,0.7123225033897806,0.8178470502549164,0.42452845621554414,0.8291231135343557,1.216113416320885
47,82,1.0,1.3314751170405652,1.434960306156571,1.6785070320952038,1.1625436341800142,0.8121639527371086,1.2982998454404946,,1.841362603331585,0.9368143427439632,1.2843746707407016,0.9313919269117584,1.1896220574472678,1.118343446644906,1.0142745098039219,1.2240919386529856,1.0361251478335667,1.0389917838741123,1.3434459554184774,0.9313919269117584
48,84,1.0,1.009301850025124,1.785942669971559,1.980893720226902,1.2693326036984824,1.988319456360068,2.9514564778832835,1.168277552328966,3.3130130078901003,1.0275513579373037,3.4646205390784033,0.9011316655601774,1.4417981779778763,1.9832464207235598,1.5135151503535778,1.2261969716184846,1.7891401930848991,1.635634489592459,0.9553289581127099,0.9262385237393919
49,89,1.0,1.3478644703977847,1.1931465556057357,1.7449798705279822,1.3263803894420494,0.8267230993378574,0.32498059195812984,0.8920047988345688,1.656156846306847,1.8689454840235087,1.4963630653161393,54.609065155807386,0.9682202318065696,1.3229696506623112,1.8429165626934418,1.0069061961820516,0.9508776738281212,0.04921419799255752,2.12193678228957,inf
50,90,1.0,2.842162752594212,0.6236327610914515,0.717894890137896,0.6382109800624747,0.3807349730631625,0.24719643072470757,,0.5722293246888798,0.7179666666666666,0.40073836457160106,0.00033315121067149957,0.6457896286898802,0.6340455883096734,inf,0.6476032584649817,1.0453373326284217,0.03618103122242299,0.7870619946091645,0.0
51,92,1.0,0.9462105962397842,0.8785527379345635,0.554433363577313,0.8785527379345635,1.3484571212897307,0.8536539697480354,,0.4957002197959292,,0.9229818528670021,1.0097098077629487,1.0223698080216463,0.8514377312537487,,1.026369515186731,1.1462020481564146,0.8594663573085847,0.9161437985434467,
52,95,1.0,0.6989781320253424,1.1021408755430706,1.164144306282723,0.9707697651428113,1.0830603956504645,1.515,,1.237745431460573,0.8892797229287298,1.2881311360448806,0.8999999999999998,1.094772928236899,1.1027307547282144,0.4864300626304803,1.109077135483109,1.017328417470221,0.9653107832849823,0.6989781320253424,0.8999999999999998
53,96,1.0,1.13890007478571,1.1979970314309485,0.9028629390713684,0.9538020011557617,0.8914071675713429,0.543626270032471,,1.3569079510808126,0.0,0.7297562571568789,0.0961082910321489,0.6239168709220835,0.8998364711308652,0.0,0.5912409975993602,1.064424929715387,0.9772185682966352,1.1383248000920436,0.0
54,98,1.0,0.926364632199964,0.9811092214518228,1.3492125023330606,0.9811092214518228,0.974935684724656,0.37248840803709427,,1.3492125023330606,,1.1916759702998778,,0.9991259452945379,1.0030293461849744,,0.9600506870458437,0.960261631996253,1.7626842474681645,0.9267462586902318,
55,101,1.0,1.0161527165932451,1.4149294103492764,1.8635800302948191,1.8286764492347773,2.4027853631895164,0.5075306737197854,,1.4293615312783363,inf,1.7386035198168548,,0.9901299283879308,1.872210784892234,inf,0.9914830554288913,1.335113065326633,0.9081589064502349,1.007357396347269,
56,103,1.0,0.9610175637778384,1.332354137156641,1.3080389843226088,1.2707041130584598,1.016294541661499,-0.39453413875160176,2.748282268290525,1.3710172805274479,1.0921631839619113,1.7119940288789028,1.6938711585981276,1.3006340424734042,1.3817967823161628,1.0921631839619113,1.4825920833862238,0.7988991050676008,0.30744930165479634,1.0392574746607537,
57,104,1.0,1.2806452879067394,0.9678401030868504,1.2881232130137994,1.1397859063144429,0.3364974987897379,0.4775649307257095,0.7727272727272732,0.5164352737006206,2.304448691253791,1.3105296103797566,1.1460954903967726,0.9315724192104785,0.9708450967548427,2.304448691253791,0.9876255373972956,1.073148179113975,0.4672422018468537,1.3995656757990147,
58,107,1.0,1.4364083432253687,0.9659288559297423,0.779895671566326,0.9659288559297423,1.3537546808728211,0.5807061205298452,0.36908517350157727,0.7774954591025354,,0.7747345878139922,0.8732394366197184,1.102248918569466,0.9616498632748337,,1.1426472807530514,1.3561430461820336,0.5816538157475949,1.971825647504738,
59,108,1.0,0.9284638554216869,1.2190574498816509,2.163640186347089,1.1497457514634732,0.4267874982160692,1.337582806963488,,1.167723444986666,1.0434782608695654,0.6851103736834511,0.00037097793260953976,1.0437895071835661,1.1517817963463355,inf,1.0390587928172177,1.3293637047743045,1.1805744106913028,0.9284638554216869,0.0
60,110,1.0,1.0891226853875815,1.0779980897069157,0.9908713276074339,1.0112297040104505,1.09813963946682,0.7850363344914213,,1.11584410992554,0.9458820293274147,1.044802103133638,0.9443837658847802,1.0036169635173164,0.966136023452613,0.9458820293274147,1.009033787206344,1.0942717436183609,0.8977472797200735,1.0013119279727607,
61,111,1.0,0.9475858786882408,1.1450582810163898,1.0232387254620245,0.8953070459656822,0.8197959156139394,0.6391782635419457,1.3650793650793647,1.086683531818514,0.021983471074380163,0.8599529522861984,0.05529585914066456,0.8506523158371653,0.8917959669920966,0.21963302752293584,0.9074287355201962,1.1868277335866078,0.4719130333650313,0.948164964055997,0.0
62,112,1.0,0.9220574469133364,1.0342108961446574,0.7183110770713147,1.0342108961446574,1.2823688759779726,0.8530218544833169,0.3333333333333333,0.7183110770713147,,1.3495057962172055,,1.2164812094303328,1.0459950407147998,,1.2535252156602523,1.2271825172239452,0.8348574617894556,0.9221444761998622,
63,114,1.2156914375877297,1.3993345821291532,1.3717434232911916,1.5925840575667463,1.4131853839712911,1.0758066412303482,1.6101977278993573,1.6762295081967213,1.0746938802617956,1.6031025739837435,1.136096704369958,0.6235281982985689,1.3631032923957436,1.4214659392498568,4.19826538719175,1.2973535198304018,1.539668248462849,1.508164405593676,1.3408347468473818,0.18863741290469804
64,116,1.0,0.9995616992817727,1.143030203162695,0.9323298070954389,1.0995255293339654,1.3716749206747736,1.802002441697893,0.7997939560439562,0.9728571355806552,0.8384963264659235,1.072903671593059,,0.9702467055083724,1.1174032603951547,0.8384963264659235,0.945111883370223,1.2607758540063823,1.4953854735576322,1.0108724739798491,
65,120,1.0,1.024309339527336,1.1294479469861283,1.1173205046238555,1.1294479469861283,1.2662932957229074,1.3111942254091526,,1.1173205046238555,,0.9632180741148914,,0.9891628004624661,1.161828582627975,,0.9769414253899782,1.1434639533240467,1.0423542563868031,1.0227184141655994,
66,121,1.0,1.02411491633314,1.0744648731609432,0.9504053754832996,1.0330615525397138,242.47126436768534,3.390469838446717,0.7328690181981579,0.9242187635056098,0.894654947642878,1.002234391676891,0.8914548861870372,1.0645553841739006,1.0398457419412508,0.8694596235579841,1.0372521802999999,1.3836377464975032,1.8685296919657033,1.0278098234574373,0.9183673469387753
67,122,1.0,1.3012930465760655,1.032393377506121,1.0172486296801138,1.0344940842757437,1.0199916411256613,0.6272790214631895,,1.006803574530505,1.0488018191359105,0.777762885423438,,0.9265361911771333,1.0184949282357223,1.0488018191359105,0.9335024110867277,1.0527898712367123,0.5291122494500592,1.4624110320284696,
68,124,1.0,1.1206330838996996,1.1869182039250734,4.274408692300168,1.1839985409013092,0.6741921690509374,2.5234557878598944,0.8622888305204438,1.6230208365836454,1.1804278788669398,0.9677838808561532,0.9991441049615315,1.2043848600277074,1.677210489996335,7.32234625974678,1.1847091503173282,1.1921399381114952,1.2143822547722507,1.0997638120587896,0.9693266492756257
69,125,1.0,0.8163452183368629,0.8667375145670932,0.8960011573461488,0.8564086895892579,0.7282021910529971,0.8601769417543469,,0.9024337360241207,0.7902542782558252,0.7524148890065968,0.5940740740740741,1.1340440880846296,0.8583241214005056,0.8556251283104085,1.135334754215426,0.7658232227706786,0.923754352544384,0.8192992533026997,0.5904134306111243
70,126,1.0,1.6034649028261536,1.9812425802978697,1.54101992688995,1.7820280506839683,21.904525301941938,1.9364959513375235,,1.350570294909763,1.4687928616953474,1.863838243264777,0.8402917988654938,1.2613572152474715,1.784909871763298,1.4687928616953474,1.2985119601117736,-7.220118138564601,1.7526802596440612,1.5944216614792748,
71,127,1.0,2.695109261186264,1.0677455222580943,1.0371359505135485,1.0677455222580943,1.0781616723977943,1.7447833065810594,inf,1.0371359505135485,,0.8214312364748901,,0.9387515835265436,1.0607319042066548,,0.9030363648310251,1.0901879140610489,1.4972515094169594,0.858480749219563,
72,128,1.0,0.45988593659027144,1.1571523223975835,1.1958242186130146,1.1717522627138726,1.1402845176884386,0.7942502307164437,0.586206896551724,1.1928642363264221,1.1986857983090924,1.320381520482508,1.0434481164779292,1.0882791890564274,1.1813791806380658,1.199014555532384,1.0956313340864439,1.1067443970800661,0.4491642994859459,0.45693620868455337,0.5294117647058821
73,129,1.0,0.9868592149128165,1.1303375387797314,1.6983416009366523,1.273891618231761,1.0099172580262454,0.4495711506316279,0.8555745967104477,1.4032012572551493,2.6563637812213683,1.3631530332772683,1.0099744556623282,0.908583208958449,1.333415830160901,2.6563637812213683,0.9330218623175907,1.0034001000174506,0.6451861158643768,1.0588647183572826,
74,131,1.0,1.0252300214107983,1.3669678759224075,1.3736341300974153,1.1414180244650127,0.8816890883302628,16.055826936496864,146.2,1.7985934676130857,1.0079328758669022,0.6133968158446687,0.6983460270353782,1.0941943006319317,1.1465859164064933,1.2018014454941535,1.064833037074657,1.0897465855252686,1.1549546729590792,1.0100122149021806,0.6983460270353782
75,133,1.0,0.9755827625546544,1.017285599902903,1.1049644506181604,0.9858457021306198,0.9250526880180537,0.21339109109925156,1.6018977427636336,0.9311561433898294,0.8823913743304909,1.042620426951779,0.8574919549075986,0.9790363442723324,1.006002884024825,6.464597183583068,1.0355392976993112,1.0181119982654032,0.40161405548176,1.0532925374540616,0.7707707628969557
76,134,1.0,0.9701996393204039,0.9698898459428402,0.5893091111074805,1.0146467458149384,1.974451801816792,0.7426911814123183,1.9266055045871564,0.8157154012384912,1.149921102379427,0.9129061625436933,2.6195517210481176,0.9726483875090686,1.0454330294530156,0.20066234394340565,0.9350394787035725,1.0270108754449863,1.7788610426105411,0.8623360125082452,2.8035127802370408
77,135,1.0,0.92729023486983,1.7958071379225038,1.3610466392652043,1.1502120210160354,1.4560184395044822,-1.0675515191489722,0.7132814587229497,2.6220248446313605,0.6180335703401215,1.7310771138930436,0.9054681427487699,1.1452034561138311,1.3830092386363,0.0,1.046613982655461,1.2134425720079947,7.874080567909682,0.9337154927531308,0.8981143531231763
78,136,1.0,0.6282166175905775,1.0132344048006698,1.0030365303806394,0.8725748522413108,0.8667696158044679,1.0848249027237353,,1.0030365303806394,0.5487886494445188,1.8084246356770552,0.5487886494445188,1.043231895478306,0.9080123652769655,,1.038969503985639,1.019481127657582,0.8182469206531079,0.6282166175905775,0.5487886494445188
79,137,1.0,1.0095898201295521,1.0157358993700814,0.8835403483647808,1.0369540011739402,0.6455337621076687,0.927547840285268,1.0,1.7914879579814513,1.1209499484694951,1.4780723633770472,6.07107418078069,1.1529649356306695,1.2971135863083867,0.6584766033950872,1.1743331592268889,0.9661627524510734,-0.7487289571799797,1.0323403249102225,inf
80,140,1.0,3.319148936170213,1.2350037622272385,1.3917739471961597,1.2350037622272385,1.1149950856800994,1.0390584583548887,,1.3917739471961597,,1.1496605431309905,inf,1.1768822961009113,1.1928946479565206,,1.1943767167680008,1.1414023858015712,0.8158512064343163,3.319148936170213,
81,141,1.0,0.7752421819127496,1.070982682923514,1.1938792713333748,1.0786798374574647,0.9326753558698306,0.8696017274472173,,1.0586795164877156,1.1056174296706363,1.1421363836978011,0.7386380603443328,0.7529756349871485,1.0983841414502475,90.54234769687963,0.750965785583587,1.1339276907318183,1.4836657730928253,0.857286648932346,0.7462686567164176
